Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,23659,1,1,46,90,46,46,46.0,0.0,90,90,90.0,0.0,5748.341012,84.53442665,23659.0,0.0,23659,23659,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,42.26721332,42.26721332,46,90,60.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,91.0,46.0,90.0,32,0,0,0,0,0,0,1,46,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,738483,3,5,26,11601,20,0,8.666666667,10.26320288,8675,0,2320.2,3626.369424,15744.43826,10.8330185,105497.5714,273706.0823,726125,1,11864,5932.0,8387.700638,11863,1,738480,184620.0,361046.93,726125,46,0,0,0,0,72,112,4.062381937,6.770636562,0,8675,1291.888889,2839.421263,8062313.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,464225,3,4,572,917,572,0,190.6666667,330.244354,917,0,229.25,458.5,3207.496365,15.07889493,77370.83333,119264.4534,233445,1,233639,116819.5,165062.0573,233536,103,230780,76926.66667,132054.4849,229408,1,0,0,0,0,104,136,6.462383542,8.61651139,0,917,186.125,356.757796,127276.125,0,0,0,1,0,0,0,0,1,212.7142857,190.6666667,229.25,104,0,0,0,0,0,0,3,572,4,917,29200,4952,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,92577,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,125657.5607,97.21637124,11572.125,32359.70329,91657,3,607,303.5,424.9711755,604,3,92529,18505.8,40893.42239,91657,14,0,0,0,0,72,132,32.40545708,64.81091416,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81909894,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,142.3881711,0.170919523,6300761.077,21900000.0,79100000,3,80300000,11500000.0,29800000.0,79100000,3,1635215,327043.0,730719.1766,1634193,3,0,0,0,0,172,132,0.097668299,0.073251224,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1131497.0,0.0,1131497,1131497,79100000.0,0.0,79100000,79100000,DDoS
80,1292015,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,18.57563573,3.095939289,430671.6667,745046.4537,1290977,1,1292015,430671.6667,745046.4537,1290977,1,0,0.0,0.0,0,0,0,0,0,0,80,0,3.095939289,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,149,2,2,88,144,44,44,44.0,0.0,72,72,72.0,0.0,1557046.98,26845.63758,49.66666667,79.96457549,142,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,13422.81879,13422.81879,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69.0,44.0,72.0,64,0,0,0,0,0,0,2,88,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1254437.87,23668.63905,56.33333333,57.95112884,118,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11834.31953,11834.31953,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42222,9929,51,40,108614,240,4344,0,2129.686275,885.4581975,6,6,6.0,0.0,11000000.0,9165.072011,110.3222222,86.69614091,609,2,9929,198.58,72.66335292,609,2,9741,249.7692308,101.6861688,801,48,0,0,0,0,1632,800,5136.468929,4028.603082,0,4344,1198.934783,1241.979967,1542514.237,0,0,0,0,1,0,0,0,0,1212.10989,2129.686275,6.0,1632,0,0,0,0,0,0,51,108614,40,240,61,0,49,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95011,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.05019419,95011.0,0.0,95011,95011,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.52509709,10.52509709,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8040009,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.985071285,0.497511881,2680003.0,4641288.217,8039301,204,8040009,2680003.0,4641288.217,8039301,204,0,0.0,0.0,0,0,0,0,0,0,80,0,0.497511881,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,708.0,0.0,708,708,8039301.0,0.0,8039301,8039301,DDoS
55647,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,324566,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,35841.70862,24.64829958,46366.57143,121989.7146,323012,40,1227,613.5,729.0270914,1129,98,324506,81126.5,161257.9191,323012,40,0,0,0,0,72,112,9.243112341,15.40518723,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,168,2,2,78,204,39,39,39.0,0.0,102,102,102.0,0.0,1678571.429,23809.52381,56.0,59.40538696,119,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,11904.7619,11904.7619,39,102,64.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,80.25,39.0,102.0,40,0,0,0,0,0,0,2,78,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5974854,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.016834554,0.669472426,1991618.0,3447848.05,5972850,972,5974854,1991618.0,3447848.05,5972850,972,0,0.0,0.0,0,0,0,0,0,0,80,0,0.669472426,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2004.0,0.0,2004,2004,5972850.0,0.0,5972850,5972850,DDoS
53,120564,1,1,47,158,47,47,47.0,0.0,158,158,158.0,0.0,1700.341727,16.58869978,120564.0,0.0,120564,120564,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.294349889,8.294349889,47,158,84.0,64.08587988,4107.0,0,0,0,0,0,0,0,0,1,126.0,47.0,158.0,20,0,0,0,0,0,0,1,47,1,158,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60449,5799921,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.206981095,1.034496849,1159984.2,2589825.697,5792804,258,0,0.0,0.0,0,0,5794953,1448738.25,2896043.885,5792804,258,0,0,0,0,20,100,0.172416142,0.862080708,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,7117.0,0.0,7117,7117,5792804.0,0.0,5792804,5792804,BENIGN
80,101,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,118811.8812,19801.9802,101.0,0.0,101,101,101,101.0,0.0,101,101,0,0.0,0.0,0,0,0,0,0,0,40,0,19801.9802,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,591379,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,19670.97242,11.83674091,98563.16667,240944.0844,590388,45,741,370.5,454.6696603,692,49,591334,197111.3333,340587.7372,590388,150,0,0,0,0,72,92,5.07288896,6.763851946,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,86920471,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,134.1801289,0.149562006,7243372.583,22200000.0,77100000,1,86900000,10900000.0,27000000.0,77100000,1,45817,15272.33333,14372.94453,28803,184,0,0,0,0,192,92,0.103542927,0.046019079,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,996.0,0.0,996,996,43400000.0,47600000.0,77100000,9789789,DDoS
54871,65877,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,176586.6691,106.2586335,10979.5,26485.084,65040,11,65877,16469.25,32382.37383,65040,11,41,41.0,0.0,41,41,0,0,0,0,124,40,75.89902394,30.35960958,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,80071958,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,145.581553,0.174842733,6159381.385,18900000.0,68500000,1,78300000,11200000.0,25500000.0,68500000,1,1762178,352435.6,774544.2665,1737858,23,0,0,0,0,172,132,0.099910133,0.0749326,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2998.0,0.0,2998,2998,39200000.0,41500000.0,68500000,9839728,DDoS
54758,7576586,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,185.4397218,0.92389897,1262764.333,3088960.101,7568077,1,0,0.0,0.0,0,0,7573815,1514763.0,3383905.757,7568077,1,1,0,0,0,20,132,0.131985567,0.791913403,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,8509.0,0.0,8509,8509,7568077.0,0.0,7568077,7568077,BENIGN
80,3798903,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.897016586,1.316169431,949725.75,1898778.225,3797893,3,3798903,949725.75,1898778.225,3797893,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.316169431,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
60930,80308964,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,145.301339,0.174326741,6177612.615,19400000.0,70400000,3,80300000,20100000.0,39000000.0,78500000,184,78500000,9814083.625,24700000.0,70400000,3,0,0,0,0,112,192,0.062259551,0.112067191,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,14817.0,0.0,14817,14817,39200000.0,44100000.0,70400000,8078838,BENIGN
80,1336529,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,8699.399714,5.985653884,190932.7143,496176.6083,1316032,4,20013,10006.5,14145.67116,20009,4,1336373,334093.25,654692.6005,1316032,159,0,0,0,0,72,112,2.244620207,3.741033678,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8055939,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.723960671,0.620660112,2013984.75,4026628.194,8053927,3,8055939,2013984.75,4026628.194,8053927,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.620660112,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2012.0,0.0,2012,2012,8053927.0,0.0,8053927,8053927,DDoS
53,474,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,565400.8439,8438.818565,158.0,188.793538,376,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,80,80,4219.409283,4219.409283,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,196317,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,59225.64016,45.84422134,24539.625,60072.05404,171761,13,24205,12102.5,16900.55918,24053,152,196268,39253.6,74809.61022,171761,13,0,0,0,0,72,132,15.28140711,30.56281422,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,907074,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12824.753,9.922012978,113384.25,319817.4612,904891,9,1908,954.0,1221.880518,1818,90,906850,181370.0,404461.1376,904891,15,0,0,0,0,72,132,3.307337659,6.614675319,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4095142,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.325753295,1.220958883,1023785.5,2046821.004,4094017,234,4095142,1023785.5,2046821.004,4094017,234,0,0.0,0.0,0,0,0,0,0,0,100,0,1.220958883,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2638947,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.36817071,1.894695119,659736.75,1317472.416,2635945,0,2638947,659736.75,1317472.416,2635945,0,0,0.0,0.0,0,0,0,0,0,0,100,0,1.894695119,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6000885,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.999410087,0.666568348,2000295.0,3464609.106,6000881,1,6000885,2000295.0,3464609.106,6000881,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.666568348,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,6000881.0,0.0,6000881,6000881,DDoS
80,8450793,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.839970166,0.473328361,2816931.0,4876474.097,8447798,0,8450793,2816931.0,4876474.097,8447798,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.473328361,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2995.0,0.0,2995,2995,8447798.0,0.0,8447798,8447798,DDoS
58981,95902649,7,10,11607,68,5840,0,1658.142857,2127.59774,20,0,6.8,5.006662228,121.7380346,0.177263091,5993915.563,22100000.0,88700000,1,95900000,16000000.0,39100000.0,95900000,47,95900000,10700000.0,29400000.0,88700000,1,0,0,0,0,152,212,0.072990685,0.104272406,0,5840,648.9444444,1511.261665,2283911.82,0,0,0,0,1,1,0,0,1,687.1176471,1658.142857,6.8,152,0,0,0,0,0,0,7,11607,10,68,229,256,5,20,41174.0,0.0,41174,41174,47900000.0,57700000.0,88700000,7101787,BENIGN
62702,3485587,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,401.3671155,1.721374334,697117.4,1549687.917,3469269,4,0,0.0,0.0,0,0,3472948,868237.0,1734021.55,3469269,4,1,0,0,0,20,112,0.286895722,1.434478611,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,0,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34618,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,335865.7346,231.0936507,4945.428571,12342.02872,32927,2,33028,16514.0,23351.49434,33026,2,34519,8629.75,16410.04051,33240,74,0,0,0,0,72,112,86.66011901,144.4335317,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,72812332,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,160.0965067,0.192275122,5600948.615,16700000.0,60200000,0,71500000,10200000.0,22400000.0,60200000,0,1333419,266683.8,586593.457,1315930,16,0,0,0,0,172,132,0.109871498,0.082403624,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,5.0,0.0,5,5,35700000.0,34600000.0,60200000,11300000,DDoS
80,8857614,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.386916612,0.564486102,2214403.5,4427940.338,8856314,257,8857614,2214403.5,4427940.338,8856314,257,0,0.0,0.0,0,0,0,0,0,0,100,0,0.564486102,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1300.0,0.0,1300,1300,8856314.0,0.0,8856314,8856314,DDoS
80,46995,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,247536.972,170.2308756,6713.571429,17307.76245,45960,5,866,433.0,462.4478349,760,106,46947,11736.75,22818.89504,45960,5,0,0,0,0,72,112,63.83657836,106.3942973,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,30168,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,385408.3797,265.1816494,4309.714286,9243.506923,24916,5,25015,12507.5,17681.20506,25010,5,30074,7518.5,11817.95223,24965,62,0,0,0,0,72,112,99.44311854,165.7385309,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
8080,1024551,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56867154,5.856223848,204910.2,279789.7774,512645,456,1024095,512047.5,1537.957249,513135,510960,1023752,511876.0,1732.411614,513101,510651,0,0,0,0,92,60,2.928111924,2.928111924,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,81672824,8,5,56,11607,20,0,7.0,5.656854249,10220,0,2321.4,4455.182578,142.8014782,0.159171673,6806068.667,21900000.0,76200000,2,80300000,11500000.0,28600000.0,76200000,154,1335719,333929.75,667052.9831,1334509,2,0,0,0,0,172,112,0.097951799,0.061219874,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4150916.0,0.0,4150916,4150916,76200000.0,0.0,76200000,76200000,DDoS
53,227,2,2,78,180,39,39,39.0,0.0,90,90,90.0,0.0,1136563.877,17621.14537,75.66666667,88.79376855,175,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,8810.572687,8810.572687,39,90,59.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,74.25,39.0,90.0,40,0,0,0,0,0,0,2,78,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7358843,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.261382258,0.54356371,2452947.667,4247769.186,7357849,4,7358843,2452947.667,4247769.186,7357849,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.54356371,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,994.0,0.0,994,994,7357849.0,0.0,7357849,7357849,DDoS
59938,97634583,6,10,11613,68,5840,0,1935.5,2991.613996,20,0,6.8,5.006662228,119.6399845,0.163876359,6508972.2,22700000.0,88000000,1,97600000,19500000.0,43000000.0,96400000,4,96300000,10700000.0,29100000.0,88000000,1,0,0,0,0,132,212,0.061453635,0.102422725,0,5840,687.4705882,1923.408242,3699499.265,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,132,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,33304.0,0.0,33304,33304,48200000.0,56400000.0,88000000,8285693,BENIGN
80,23990347,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,1.00040237,0.166733728,7996782.333,13800000.0,24000000,160,24000000,7996782.333,13800000.0,24000000,160,0,0.0,0.0,0,0,0,0,0,0,80,0,0.166733728,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,999.0,0.0,999,999,24000000.0,0.0,24000000,24000000,DDoS
80,1248567,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9317.081102,6.407345381,178366.7143,471566.9652,1247780,4,635,317.5,368.402633,578,57,1248500,312125.0,623770.0584,1247780,4,0,0,0,0,72,112,2.402754518,4.004590863,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,155,2,2,68,144,34,34,34.0,0.0,72,72,72.0,0.0,1367741.935,25806.45161,51.66666667,83.4286122,148,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12903.22581,12903.22581,34,72,49.2,20.81345719,433.2,0,0,0,0,0,0,0,0,1,61.5,34.0,72.0,64,0,0,0,0,0,0,2,68,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3917896,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.125736875,1.020956146,1305965.333,2261161.781,3916930,2,3917896,1305965.333,2261161.781,3916930,2,0,0.0,0.0,0,0,0,0,0,0,80,0,1.020956146,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1001427,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,11610.43191,7.988600267,143061.0,366408.5163,973690,7,27011,13505.5,19089.76177,27004,7,1001329,250332.25,482407.4464,973690,182,0,0,0,0,72,112,2.9957251,4.992875167,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80885351,9,5,62,11607,20,0,6.888888889,5.30199124,5840,0,2321.4,3173.373883,144.2659252,0.173084493,6221950.077,20300000.0,73600000,3,80300000,10000000.0,25800000.0,73600000,3,610323,152580.75,304529.6964,609375,3,0,0,0,0,192,112,0.111268603,0.06181589,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,2005.0,0.0,2005,2005,40100000.0,47300000.0,73600000,6706819,DDoS
